id,description,hint,difficulty,volume,chapter,section
Area Between Two Polar Curves,The area between outer curve r=f(θ) and inner curve r=g(θ) is A = (1/2)∫[α to β] (f(θ)² - g(θ)²) dθ.,"Subtract the inner radius squared from the outer radius squared before integrating, keeping the 1/2 factor outside.",1,3,Parametric Equations and Polar Coordinates,1.4 Area and Arc Length in Polar Coordinates
Finding Polar Integration Limits,Determining the bounds α and β by analyzing where the curve begins and ends or where curves intersect.,"Sketch the polar curve and identify the starting and ending angles; for intersections, solve f(θ) = g(θ).",1,3,Parametric Equations and Polar Coordinates,1.4 Area and Arc Length in Polar Coordinates
Arc Length in Polar Coordinates,The arc length of polar curve r=f(θ) from θ=α to θ=β is L = ∫[α to β] √(r² + (dr/dθ)²) dθ.,"Compute dr/dθ first, then form the expression under the square root; this formula comes from the parametric arc length formula.",1,3,Parametric Equations and Polar Coordinates,1.4 Area and Arc Length in Polar Coordinates
Computing dr/dθ for Polar Functions,Finding the derivative of the radius function r(θ) with respect to the parameter θ.,Treat θ as the variable and differentiate r(θ) using standard differentiation rules.,1,3,Parametric Equations and Polar Coordinates,1.4 Area and Arc Length in Polar Coordinates
Area of One Petal or Loop,Computing the area of a single petal in rose curves or one loop in limaçons by identifying appropriate integration bounds.,"One petal typically spans from where r=0 to the next zero; for r=sin(nθ), one petal covers π/n radians.",1,3,Parametric Equations and Polar Coordinates,1.4 Area and Arc Length in Polar Coordinates
Polar Area with Symmetry,Using symmetry properties to compute total area by integrating over one symmetric portion and multiplying.,"If the curve has symmetry about the polar axis or θ=π/2, integrate over one section and multiply by the number of symmetric parts.",1,3,Parametric Equations and Polar Coordinates,1.4 Area and Arc Length in Polar Coordinates
Intersection Points of Polar Curves,Finding where two polar curves meet by solving r₁(θ) = r₂(θ) and checking for the pole (origin).,Remember the origin can be represented by r=0 at any angle; check both algebraic intersections and when each curve passes through the pole.,1,3,Parametric Equations and Polar Coordinates,1.4 Area and Arc Length in Polar Coordinates
Standard Form of Parabola,"A parabola has equation (x-h)²=4p(y-k) or (y-k)²=4p(x-h) with vertex (h,k) and focal parameter p.",Identify which variable is squared to determine if the parabola opens vertically or horizontally.,1,3,Parametric Equations and Polar Coordinates,1.5 Conic Sections
Standard Form of Ellipse,"An ellipse has equation (x-h)²/a² + (y-k)²/b² = 1 with center (h,k), semi-major axis a, and semi-minor axis b.",The larger denominator determines the major axis direction; use c²=a²-b² to find foci.,1,3,Parametric Equations and Polar Coordinates,1.5 Conic Sections
Standard Form of Hyperbola,"A hyperbola has equation (x-h)²/a² - (y-k)²/b² = 1 or (y-k)²/a² - (x-h)²/b² = 1 with center (h,k).",The positive term determines the transverse axis direction; use c²=a²+b² for hyperbolas.,1,3,Parametric Equations and Polar Coordinates,1.5 Conic Sections
Eccentricity of Conic Sections,"Eccentricity e measures conic shape: e=0 for circles, 0<e<1 for ellipses, e=1 for parabolas, e>1 for hyperbolas.",Calculate e=c/a where c is the focal distance and a is the semi-major axis length.,2,3,Parametric Equations and Polar Coordinates,1.5 Conic Sections
Polar Equations of Conics,Conics with focus at origin have polar form r = ed/(1 ± e·cosθ) or r = ed/(1 ± e·sinθ) where e is eccentricity.,"The denominator form (cosθ or sinθ, plus or minus) determines directrix orientation and position.",3,3,Parametric Equations and Polar Coordinates,1.5 Conic Sections
Directrix of Conic Sections,A directrix is a fixed line such that the ratio of distances (point to focus)/(point to directrix) equals eccentricity e.,"For polar conics, the constant d in the equation represents the distance from focus to directrix.",2,3,Parametric Equations and Polar Coordinates,1.5 Conic Sections
Completing the Square for Conics,Transform general conic equation Ax²+Cy²+Dx+Ey+F=0 to standard form by completing the square in x and y.,"Group x-terms and y-terms separately, complete the square for each, then isolate the constant on the right.",2,3,Parametric Equations and Polar Coordinates,1.5 Conic Sections
Identifying Conic Type from Equation,Determine conic type from Ax²+Bxy+Cy²+Dx+Ey+F=0 using discriminant B²-4AC or coefficient pattern.,"If B=0: same sign coefficients mean ellipse, opposite signs mean hyperbola, one squared term means parabola.",2,3,Parametric Equations and Polar Coordinates,1.5 Conic Sections
Converting Cartesian Conics to Polar,Transform standard Cartesian conic equations into polar form using x=r·cosθ and y=r·sinθ substitutions.,"After substituting, solve for r as a function of θ by factoring r from all terms.",3,3,Parametric Equations and Polar Coordinates,1.5 Conic Sections
Vector as Directed Line Segment,"A vector is a mathematical object with magnitude and direction, represented geometrically as an arrow from initial point to terminal point.",Draw the arrow from the starting point to the ending point; the arrow's length and direction fully describe the vector.,1,3,Vectors in Space,2.1 Vectors in the Plane
Component Form of Vectors,"A vector in the plane is written as ⟨a, b⟩ where a and b are the horizontal and vertical components.","Subtract initial point coordinates from terminal point coordinates to find components: ⟨x₂-x₁, y₂-y₁⟩.",1,3,Vectors in Space,2.1 Vectors in the Plane
Magnitude of a Vector,"The magnitude (or length) of vector v = ⟨a, b⟩ is ||v|| = √(a² + b²).","Use the Pythagorean theorem on the components to find the distance from the origin to the point (a, b).",1,3,Vectors in Space,2.1 Vectors in the Plane
Vector Addition and Subtraction,"Vectors are added or subtracted component-wise: ⟨a₁, b₁⟩ ± ⟨a₂, b₂⟩ = ⟨a₁ ± a₂, b₁ ± b₂⟩.","Add or subtract corresponding components separately; geometrically, place vectors tip-to-tail for addition.",1,3,Vectors in Space,2.1 Vectors in the Plane
Scalar Multiplication of Vectors,"Multiplying a vector by a scalar k scales its magnitude: k⟨a, b⟩ = ⟨ka, kb⟩.",Multiply each component by the scalar; negative scalars reverse direction while positive ones preserve it.,1,3,Vectors in Space,2.1 Vectors in the Plane
Unit Vectors and Normalization,A unit vector has magnitude 1; any vector v can be normalized to u = v/||v||.,Divide each component by the vector's magnitude to get a unit vector in the same direction.,2,3,Vectors in Space,2.1 Vectors in the Plane
Standard Unit Vectors i and j,"The standard unit vectors are i = ⟨1, 0⟩ and j = ⟨0, 1⟩, allowing any vector to be written as v = ai + bj.",Express vectors as combinations of i and j: the coefficients are just the x and y components.,1,3,Vectors in Space,2.1 Vectors in the Plane
Zero Vector Properties,"The zero vector 0 = ⟨0, 0⟩ has magnitude zero and indeterminate direction, serving as the additive identity.",The zero vector is the only vector with magnitude zero; adding it to any vector leaves that vector unchanged.,1,3,Vectors in Space,2.1 Vectors in the Plane
Three-Dimensional Coordinate System,"A system using three perpendicular axes (x, y, z) to locate points in space with ordered triples (x, y, z).","Draw the axes with x and y in the horizontal plane and z pointing upward, forming right angles.",1,3,Vectors in Space,2.2 Vectors in Three Dimensions
Vectors in Three Dimensions,"Directed line segments in space represented as ordered triples ⟨a, b, c⟩ or ai + bj + ck.",Extend your 2D vector thinking by adding a third component for the z-direction.,2,3,Vectors in Space,2.2 Vectors in Three Dimensions
Magnitude in Three Dimensions,"The length of a 3D vector v = ⟨a, b, c⟩ calculated as ||v|| = √(a² + b² + c²).","Use the Pythagorean theorem twice: first in the xy-plane, then include the z-component.",2,3,Vectors in Space,2.2 Vectors in Three Dimensions
Standard Unit Vectors i j k,"The vectors i = ⟨1, 0, 0⟩, j = ⟨0, 1, 0⟩, and k = ⟨0, 0, 1⟩ pointing along the coordinate axes.","These are just the 3D extension of i and j, with k pointing along the z-axis.",1,3,Vectors in Space,2.2 Vectors in Three Dimensions
Vector Operations in 3D,"Addition, subtraction, and scalar multiplication performed component-wise on three-dimensional vectors.",Apply the same rules as 2D vectors but include the third component in all calculations.,2,3,Vectors in Space,2.2 Vectors in Three Dimensions
